userId,placeId,rating
4,532,5.0
5,1153,3.0
5,224,5.0
5,1643,3.0
5,1705,3.0
5,1750,5.0
5,926,2.0
5,1629,4.0
5,1966,2.0
5,2105,5.0
5,1040,5.0
5,1074,2.0
5,424,3.0
5,1340,5.0
5,446,4.0
5,97,4.0
5,1290,5.0
5,369,4.0
5,1628,5.0
5,942,3.0
5,1903,5.0
5,1665,4.0
5,1570,4.0
5,195,5.0
5,57,5.0
5,1590,5.0
5,375,5.0
5,107,5.0
5,849,4.0
5,2077,4.0
5,471,4.0
5,1346,5.0
5,65,5.0
5,673,3.0
5,2031,4.0
5,1371,5.0
5,935,4.0
5,127,5.0
5,443,5.0
5,1278,5.0
5,1436,3.0
5,1562,5.0
5,521,5.0
5,1814,3.0
5,59,3.0
5,1859,3.0
5,1424,5.0
5,618,3.0
5,258,5.0
5,1527,5.0
5,484,5.0
5,2038,3.0
5,214,5.0
5,415,5.0
5,613,5.0
5,150,5.0
5,800,4.0
5,1276,2.0
5,747,5.0
5,811,5.0
5,1687,5.0
5,1500,5.0
5,588,5.0
5,1980,5.0
5,904,5.0
5,1640,5.0
5,1289,5.0
6,1394,5.0
6,1614,3.0
6,634,5.0
6,1301,5.0
6,1569,5.0
6,1005,5.0
6,351,3.0
6,1180,4.0
6,888,5.0
6,111,4.0
6,1538,4.0
6,770,4.0
6,958,5.0
6,132,4.0
6,769,4.0
6,2076,3.0
6,1686,3.0
6,1445,2.0
6,320,3.0
6,599,3.0
6,1520,3.0
6,397,4.0
6,719,3.0
6,1617,1.0
7,1462,3.0
7,1630,3.0
7,62,4.0
7,1372,2.0
7,1026,3.0
7,2049,2.0
7,609,3.0
7,858,2.0
7,1380,2.0
7,309,3.0
7,1874,2.0
7,1931,5.0
7,1967,3.0
7,1615,2.0
7,1110,3.0
7,1650,3.0
7,1919,4.0
7,74,3.0
7,1239,3.0
7,1396,4.0
7,1771,3.0
7,368,3.0
7,728,4.0
7,400,3.0
7,468,3.0
7,1836,4.0
7,776,5.0
7,997,2.0
7,591,4.0
7,461,4.0
7,1270,5.0
7,1776,5.0
7,733,4.0
7,2095,4.0
7,1774,2.0
7,458,3.0
7,569,3.0
7,293,5.0
7,1451,4.0
7,536,3.0
7,443,1.0
7,535,3.0
7,417,3.0
7,1437,4.0
7,753,4.0
7,602,5.0
7,2099,3.0
7,1678,4.0
7,193,3.0
7,460,3.0
7,221,3.0
7,514,3.0
7,225,3.0
7,897,4.0
7,1111,3.0
7,1756,5.0
7,155,3.0
7,1761,1.0
7,1766,4.0
7,1873,3.0
7,729,3.0
7,1327,5.0
7,1042,2.0
7,792,5.0
7,1762,3.0
7,618,4.0
7,746,4.0
7,192,5.0
7,1933,3.0
7,236,4.0
7,1426,4.0
7,39,4.0
7,504,4.0
7,896,3.0
7,647,3.0
7,1162,3.0
7,369,4.0
7,585,4.0
7,1221,2.0
7,1524,3.0
7,472,3.0
7,169,2.0
7,587,3.0
7,2013,4.0
7,316,3.0
7,274,2.0
7,710,3.0
7,695,4.0
7,1852,3.0
7,1503,3.0
7,2016,3.0
7,2028,3.0
7,1022,4.0
7,28,2.0
7,1234,5.0
7,694,4.0
7,1810,3.0
7,1232,3.0
7,1060,3.0
7,430,4.0
7,1612,4.0
7,1860,3.0
7,1308,3.0
7,474,4.0
7,1876,4.0
7,92,3.0
7,570,4.0
7,1314,5.0
7,687,3.0
7,420,3.0
7,1901,4.0
7,1517,3.0
7,2018,3.0
7,1585,3.0
7,418,3.0
7,2037,3.0
7,575,2.0
7,1613,3.0
7,655,2.0
7,1983,3.0
7,288,3.0
7,218,3.0
7,971,3.0
7,432,3.0
7,1600,3.0
7,1580,3.0
7,1231,3.0
7,243,2.0
7,1546,4.0
7,486,3.0
7,987,4.0
7,277,4.0
7,71,4.0
7,1661,3.0
7,1664,3.0
7,681,4.0
7,1223,2.0
7,176,3.0
7,1212,2.0
7,606,2.0
7,1335,4.0
7,1682,3.0
7,171,3.0
7,1889,3.0
7,1814,3.0
7,722,4.0
7,179,3.0
7,1942,4.0
7,705,4.0
7,955,3.0
7,1226,4.0
7,49,2.0
7,1093,4.0
7,1701,4.0
7,291,3.0
7,249,3.0
7,658,3.0
7,202,4.0
7,128,3.0
7,209,3.0
7,1945,2.0
7,1241,4.0
7,1354,5.0
7,342,2.0
7,1980,3.0
7,1464,3.0
7,383,4.0
7,231,4.0
7,1514,3.0
7,1219,5.0
7,1711,3.0
7,437,4.0
7,1323,2.0
7,1632,4.0
7,1533,4.0
7,1356,2.0
7,652,2.0
7,530,2.0
7,581,4.0
7,2035,3.0
7,2088,3.0
7,1449,3.0
7,285,2.0
7,1926,4.0
7,1242,2.0
7,1635,3.0
7,1132,3.0
7,298,3.0
7,717,2.0
7,757,2.0
7,519,5.0
7,89,3.0
7,134,4.0
7,178,2.0
7,1403,2.0
7,2048,3.0
7,353,3.0
7,1174,3.0
7,788,4.0
7,2009,3.0
7,1666,4.0
7,229,4.0
7,1487,5.0
7,799,4.0
7,30,4.0
7,533,5.0
7,1126,3.0
7,883,4.0
7,1691,4.0
7,1237,4.0
7,865,3.0
7,2026,3.0
7,1365,2.0
7,1377,5.0
7,321,2.0
7,1468,4.0
7,1492,3.0
7,204,4.0
7,628,3.0
7,1977,2.0
7,841,4.0
7,506,2.0
7,199,4.0
7,319,2.0
7,1178,2.0
7,992,4.0
7,331,3.0
7,154,3.0
7,2,3.0
7,1027,4.0
7,2000,3.0
7,242,4.0
7,1058,4.0
7,119,4.0
7,1621,3.0
7,1671,4.0
7,374,4.0
7,264,3.0
7,1591,3.0
7,259,4.0
7,550,3.0
7,412,4.0
7,1316,3.0
7,1932,3.0
7,1005,4.0
7,88,3.0
7,1518,5.0
7,748,4.0
7,371,3.0
7,901,3.0
7,1130,4.0
7,531,3.0
7,234,3.0
7,1915,3.0
7,105,2.0
7,1207,2.0
7,346,3.0
7,2045,4.0
7,86,2.0
7,826,4.0
7,35,4.0
7,415,2.0
7,476,4.0
7,1361,2.0
7,220,3.0
7,1698,3.0
7,2057,5.0
7,724,1.0
7,960,4.0
7,395,4.0
7,329,3.0
7,1904,5.0
7,398,4.0
7,1738,4.0
7,1608,3.0
7,527,3.0
8,1390,4.0
8,309,5.0
8,2049,3.0
8,21,4.0
8,1978,1.0
8,701,4.0
8,344,3.0
8,1628,5.0
8,82,4.0
8,1192,5.0
8,1598,4.0
8,260,3.0
8,1344,4.0
8,1808,3.0
8,1059,3.0
8,1461,1.0
8,1439,3.0
8,1297,2.0
8,735,4.0
8,1827,3.0
8,424,3.0
8,1335,4.0
8,951,4.0
8,765,5.0
8,693,3.0
8,213,4.0
8,846,5.0
8,536,4.0
8,42,5.0
8,1804,2.0
8,1084,3.0
8,1269,2.0
8,1440,4.0
8,1675,3.0
8,752,5.0
8,1778,4.0
8,1089,3.0
8,724,2.0
8,408,5.0
8,1023,4.0
8,1763,4.0
8,798,3.0
8,897,4.0
8,1849,4.0
8,1159,4.0
8,1378,4.0
8,259,5.0
8,2025,4.0
8,1764,4.0
8,179,5.0
8,1669,4.0
8,1123,4.0
8,2096,3.0
8,1052,5.0
8,1581,4.0
8,154,4.0
8,1518,4.0
8,463,3.0
8,989,5.0
8,923,4.0
8,673,3.0
8,1652,5.0
8,315,5.0
8,834,4.0
8,1342,5.0
8,600,3.0
8,1214,5.0
8,2088,4.0
8,1032,5.0
8,1204,4.0
9,1569,4.0
9,979,5.0
9,1094,3.0
9,1860,3.0
9,149,4.0
9,1346,5.0
9,1916,3.0
9,193,2.0
9,699,3.0
9,1118,3.0
9,166,4.0
9,1391,3.0
9,1781,2.0
9,744,2.0
9,1173,3.0
9,830,4.0
9,770,5.0
9,1277,2.0
9,1900,2.0
9,1069,5.0
9,1527,3.0
9,401,2.0
9,1241,3.0
9,1914,3.0
9,1500,2.0
9,104,4.0
9,155,2.0
9,13,1.0
9,751,5.0
9,982,4.0
9,731,2.0
9,2090,1.0
9,1875,3.0
9,780,2.0
9,233,3.0
10,684,4.0
10,1089,4.0
10,2024,4.0
10,363,4.0
10,52,3.0
10,370,5.0
10,1370,5.0
10,2082,4.0
10,1434,4.0
10,1350,3.0
10,2062,4.0
10,2057,4.0
10,1689,4.0
10,737,3.0
10,1155,4.0
10,1430,4.0
10,845,5.0
10,504,3.0
10,1107,4.0
10,309,4.0
10,427,4.0
10,201,5.0
10,339,4.0
10,1615,3.0
10,946,5.0
10,195,4.0
10,1030,3.0
10,260,4.0
10,89,3.0
10,815,4.0
10,594,4.0
10,1558,3.0
10,144,4.0
10,1546,4.0
10,318,4.0
10,1197,4.0
10,207,4.0
10,1778,3.0
11,1338,4.5
11,1190,2.5
11,955,3.5
11,1439,5.0
11,183,4.5
11,1067,2.0
11,1690,4.0
11,1697,3.0
11,90,5.0
11,579,3.5
11,1409,4.0
11,1484,4.0
11,1064,4.0
11,900,5.0
11,1582,5.0
11,2070,5.0
11,431,4.0
11,1266,4.5
11,1269,4.0
11,2028,4.5
11,1175,5.0
11,1460,5.0
11,922,0.5
11,1106,3.5
11,1833,3.5
11,874,5.0
11,147,3.5
11,153,5.0
11,843,4.0
11,1470,4.0
11,1043,4.0
11,1461,5.0
11,332,3.5
11,2081,3.5
11,439,4.0
11,1340,1.5
11,70,4.5
11,1326,5.0
11,1586,4.5
11,1962,1.0
11,1118,4.5
11,60,4.5
11,2049,4.5
11,1808,5.0
11,1875,5.0
11,1968,4.0
11,1906,4.5
11,1756,5.0
11,1575,4.5
11,1639,4.5
11,1529,5.0
11,953,4.5
11,2005,4.5
11,556,3.5
11,1919,4.0
11,737,3.5
11,1780,4.0
11,1883,2.0
11,1766,4.0
11,1070,4.5
11,143,0.5
11,2060,5.0
11,1710,5.0
11,915,4.5
11,1372,3.5
11,1224,5.0
11,625,3.5
11,740,4.0
11,1288,2.5
11,642,5.0
11,1670,5.0
11,2092,4.0
11,1021,3.5
11,487,4.0
11,2094,4.0
11,731,4.5
11,1722,3.0
11,1267,5.0
11,214,0.5
11,1456,3.0
11,683,4.5
11,933,4.5
11,1373,4.5
11,1262,1.5
11,546,5.0
11,37,4.0
11,1884,4.0
11,934,5.0
11,287,4.5
11,95,1.5
11,512,5.0
11,2004,3.0
11,708,5.0
11,988,5.0
11,97,4.0
11,835,4.0
11,1065,5.0
11,1561,5.0
11,861,4.5
11,124,5.0
11,1247,4.0
11,2011,5.0
11,1506,3.5
11,572,4.0
11,1192,4.0
11,1762,1.0
11,1014,4.5
11,355,5.0
11,169,5.0
11,466,4.0
11,816,5.0
11,1731,5.0
11,1400,4.5
11,814,3.0
11,187,5.0
11,583,4.0
11,825,5.0
11,207,1.0
11,137,4.5
11,26,4.0
11,2013,5.0
11,1080,3.5
11,1636,0.5
11,425,1.0
11,314,4.5
11,1411,5.0
11,132,5.0
11,1358,4.0
11,33,2.0
11,644,5.0
11,1109,4.0
11,275,4.5
11,2043,0.5
11,257,2.5
11,1323,3.5
11,620,5.0
11,1927,5.0
11,271,3.0
11,564,3.5
11,534,4.5
11,1201,4.5
11,1989,5.0
11,896,3.5
11,1010,4.5
11,99,4.0
11,1072,3.0
11,576,4.5
11,1145,3.0
11,568,5.0
11,590,5.0
11,555,5.0
11,1243,5.0
11,523,5.0
11,600,4.5
11,1984,3.0
11,1569,4.0
11,993,0.5
11,1300,3.5
11,1591,4.0
11,395,5.0
11,203,4.5
11,368,4.0
11,1695,4.5
11,1617,4.5
11,1231,5.0
11,854,5.0
11,1335,3.5
11,1846,4.0
11,810,4.0
11,412,5.0
11,786,5.0
11,1435,4.5
11,508,3.5
11,968,0.5
11,1093,5.0
11,1298,4.0
11,608,4.0
11,1172,3.5
11,1154,5.0
11,1537,5.0
11,1638,5.0
11,475,3.0
11,174,4.5
11,645,5.0
11,1049,4.0
11,168,0.5
11,24,4.5
11,624,5.0
11,1905,4.5
11,349,2.0
11,1997,4.5
11,1602,4.5
11,1151,4.0
11,696,3.0
11,1944,3.5
11,2077,4.5
11,1583,3.5
11,189,5.0
11,605,5.0
11,1419,3.5
11,1777,3.5
11,580,4.0
11,1873,4.0
11,535,4.0
11,1487,5.0
11,1692,4.0
11,1912,4.0
11,757,3.0
11,305,5.0
11,836,2.0
11,1693,2.0
11,1397,2.5
11,1101,4.0
11,1580,2.0
11,101,3.5
11,908,5.0
11,688,2.5
11,1129,5.0
11,462,3.0
11,1803,2.0
11,1505,5.0
11,733,4.5
11,1415,4.0
11,1013,3.0
11,1878,4.5
11,647,5.0
11,665,5.0
11,73,4.5
11,392,4.0
11,1787,3.5
11,1378,5.0
11,1824,5.0
11,1663,4.5
11,1877,3.0
11,646,4.0
11,2099,3.0
11,868,2.5
11,118,5.0
11,1407,5.0
11,1455,5.0
11,1325,3.5
11,386,4.5
11,698,5.0
11,838,4.0
11,1728,4.5
11,514,4.0
11,1635,4.5
11,1930,5.0
11,1441,5.0
11,1447,3.0
11,1858,4.0
11,1438,4.5
11,532,4.0
11,1868,4.5
11,1555,3.0
11,1845,5.0
11,931,5.0
11,1488,4.5
11,1391,3.5
11,1038,4.5
11,795,4.5
11,75,5.0
11,250,4.5
11,1458,4.5
11,1128,4.5
11,1144,5.0
11,422,4.0
11,167,5.0
11,329,5.0
11,148,5.0
11,2102,5.0
11,921,5.0
11,806,5.0
11,377,4.0
11,805,5.0
11,950,2.5
11,285,5.0
11,744,2.5
11,1774,1.0
11,401,5.0
11,1249,4.0
11,589,5.0
11,2084,5.0
11,1100,5.0
11,671,3.5
11,545,3.0
11,739,5.0
11,1319,3.5
11,530,4.0
11,1831,3.5
11,1392,5.0
11,1769,4.0
11,543,2.5
11,356,3.0
11,1862,2.0
11,1327,4.5
11,1759,2.0
11,1321,4.5
11,155,2.5
11,1420,5.0
11,241,4.0
11,561,5.0
11,1423,4.5
11,1041,5.0
11,1820,4.0
11,932,4.5
11,172,4.5
11,1318,5.0
11,1012,4.5
11,1661,4.5
11,1214,5.0
11,945,4.5
11,1628,2.0
11,920,5.0
11,294,3.5
11,939,5.0
11,751,4.5
11,1251,5.0
11,353,4.5
11,1649,4.0
11,198,3.5
11,1596,5.0
11,1347,4.5
11,191,4.0
11,2024,4.5
11,1261,2.0
11,491,3.5
11,1573,4.5
11,444,4.0
11,1290,3.0
11,1187,5.0
11,2103,2.0
11,1924,5.0
11,548,2.5
11,1369,4.0
11,1992,4.5
11,337,4.0
11,1601,5.0
11,850,4.5
11,126,5.0
11,2022,3.5
11,958,3.0
11,331,5.0
11,365,3.5
11,1282,4.5
11,251,3.0
11,704,2.0
11,1957,4.0
11,1173,5.0
11,1666,5.0
11,177,5.0
11,228,4.5
11,176,0.5
11,1055,1.0
11,1983,5.0
11,1022,5.0
11,1736,5.0
11,1655,4.0
11,1594,5.0
11,799,5.0
11,1275,4.0
11,357,5.0
11,146,5.0
11,1592,4.5
11,1707,5.0
11,1220,3.5
11,1517,4.5
11,817,5.0
11,803,4.5
11,1735,5.0
11,240,5.0
11,1233,4.0
11,1806,4.5
11,1341,4.0
11,2075,5.0
11,885,4.0
11,1417,4.0
11,1469,0.5
11,1446,4.0
11,1546,5.0
11,195,5.0
11,2069,4.0
11,1462,3.5
11,2007,4.5
11,1089,2.0
11,685,1.5
11,742,5.0
11,1541,1.5
11,544,3.0
11,1598,4.5
11,1588,5.0
11,1513,5.0
11,771,3.5
11,2006,2.0
11,1910,5.0
11,623,2.5
11,1516,3.5
11,2072,2.5
11,990,1.5
11,1363,4.0
11,375,0.5
11,1918,5.0
11,1760,0.5
11,393,4.5
11,268,5.0
11,1336,5.0
11,559,4.5
11,484,3.0
11,557,5.0
11,597,3.5
11,1000,5.0
11,1031,4.5
11,727,4.5
11,1676,4.0
11,54,4.0
11,100,1.0
11,2045,4.5
11,1819,4.5
11,1189,3.5
11,1167,3.0
11,374,4.5
11,1163,4.0
11,924,5.0
11,178,3.0
11,1078,3.5
11,1398,4.0
11,1097,3.5
11,1999,5.0
11,135,4.5
11,1005,4.5
11,1225,5.0
11,1943,4.0
11,610,4.5
11,863,4.5
11,35,4.5
11,1257,5.0
11,1235,3.0
11,1004,4.5
11,1581,4.0
11,2014,4.0
11,93,3.0
11,1354,2.0
11,2096,3.0
11,971,4.5
11,1709,1.0
11,963,5.0
11,1789,5.0
11,961,3.0
11,113,5.0
11,1120,5.0
11,92,4.0
11,91,1.5
11,823,3.5
11,197,3.5
11,1286,4.5
11,1779,5.0
11,551,3.0
11,1500,4.5
11,1966,5.0
11,1210,5.0
11,1445,2.0
11,1677,5.0
11,219,0.5
11,141,5.0
11,898,2.5
11,243,5.0
11,142,4.0
11,160,5.0
11,1643,2.0
11,1855,3.5
11,317,3.0
11,1932,4.0
11,1242,5.0
11,1422,4.5
11,366,4.5
11,1615,1.5
11,1116,3.0
11,292,4.0
11,1587,2.0
11,284,4.5
11,930,4.5
11,662,5.0
11,1271,0.5
11,1716,4.0
11,418,5.0
11,1211,0.5
11,547,3.0
11,334,4.0
11,1433,4.5
11,1303,3.0
11,1147,4.0
11,1913,4.0
11,1770,3.5
11,653,0.5
11,1702,2.5
11,380,0.5
11,105,5.0
11,1978,5.0
11,1719,4.5
11,1892,2.5
11,1547,0.5
11,175,5.0
11,352,5.0
11,2101,1.0
12,1017,4.0
12,696,3.0
12,641,2.0
12,1612,3.0
12,1,3.0
12,1782,3.0
12,582,3.0
12,1939,4.0
12,1847,4.0
12,1011,3.0
12,1766,4.0
12,135,4.0
12,1360,3.0
12,1322,3.0
12,8,4.0
12,281,4.0
12,1277,4.0
12,836,4.0
12,1245,3.0
12,1596,4.0
12,1987,3.0
12,152,3.0
12,905,4.0
12,1014,3.0
12,648,4.0
12,1432,3.0
12,863,4.0
12,1111,5.0
12,593,3.0
12,375,4.0
12,1798,4.0
12,1736,3.0
12,1775,3.0
12,173,4.0
12,1717,4.0
12,1583,4.0
13,489,4.0
13,1081,3.0
13,1571,3.0
13,38,4.0
13,477,3.0
13,1440,5.0
13,1274,1.0
13,1978,3.0
13,1578,5.0
13,1196,4.0
13,803,5.0
13,1735,5.0
13,808,3.0
13,1150,4.0
13,157,5.0
13,574,3.0
13,2035,3.0
13,353,4.0
13,441,4.0
13,1281,3.0
13,332,3.0
13,642,5.0
13,381,5.0
13,1985,3.0
13,1562,5.0
13,1237,5.0
13,581,2.0
13,1660,4.0
13,1414,3.0
13,815,3.0
13,904,5.0
13,2095,3.0
13,1220,3.0
13,2091,3.0
13,579,4.0
13,152,5.0
13,16,3.0
13,634,3.0
13,346,4.0
13,508,4.0
13,1598,2.0
13,953,3.0
13,920,4.0
13,793,3.0
13,1076,4.0
13,478,4.0
13,1363,4.0
13,668,5.0
13,502,4.0
13,1412,3.0
13,840,5.0
13,836,5.0
13,966,4.0
13,1509,5.0
13,1407,3.0
13,2046,5.0
13,984,1.0
13,165,4.0
13,565,4.0
13,1554,3.0
13,254,2.0
13,18,5.0
14,154,4.5
14,1430,3.5
14,977,5.0
14,267,3.0
14,1232,4.0
14,1320,5.0
14,561,4.0
14,1620,4.0
14,772,4.0
14,1659,4.0
14,577,3.0
14,1685,4.5
14,1155,2.0
14,1104,4.0
14,1021,4.5
14,1818,4.5
14,863,4.5
14,762,4.5
14,93,3.5
14,1640,3.5
14,1205,5.0
14,1892,4.0
14,927,4.5
14,382,2.0
14,854,2.0
14,1910,5.0
14,1142,4.0
14,761,1.5
14,471,2.0
14,1799,3.5
14,1750,2.5
14,958,2.5
14,234,4.0
14,1788,3.5
14,1159,4.5
14,1762,4.5
14,321,4.0
14,1144,3.0
14,502,3.0
14,1443,3.0
14,834,4.0
14,1451,4.5
14,1883,3.5
14,1598,3.0
14,646,2.0
14,959,4.0
14,616,3.5
14,1255,3.5
14,489,3.5
14,1917,3.5
14,1989,4.5
14,532,4.5
14,2107,3.5
14,1045,3.5
14,2100,3.0
14,807,4.0
14,1529,4.5
14,650,3.0
14,302,3.5
14,1642,3.0
14,551,3.5
14,1326,3.0
14,697,4.0
14,1100,5.0
14,501,3.5
14,1039,4.0
14,2039,4.5
14,1010,3.0
14,1312,4.5
14,439,5.0
14,1548,4.0
14,805,1.0
14,1684,5.0
14,921,4.5
14,499,4.5
14,538,4.5
