,userId,placeId,rating
95,1,851,3.75
96,1,1390,3.65
97,1,174,3.25
98,1,1340,3.7
99,1,1184,3.8
100,1,1703,3.7
101,1,1511,3.35
102,1,1319,2.95
103,1,1978,3.9
104,1,1833,2.55
105,1,2055,3.0
106,1,1288,4.65
107,1,1172,2.65
108,1,627,4.65
109,1,1633,3.0
110,1,1188,2.6
111,1,673,4.4
112,1,260,4.25
113,1,526,3.25
114,1,598,3.15
115,1,68,2.9
116,1,1399,2.85
117,1,358,4.55
118,1,1644,4.6
119,1,783,3.25
120,1,2057,3.85
121,1,1285,3.7
122,1,1017,2.9
123,1,683,4.4
124,1,325,2.85
125,1,1432,3.65
126,1,145,3.1
127,1,1884,4.5
128,1,515,3.05
129,1,15,3.4
130,1,952,4.25
131,1,893,3.4
132,1,1314,4.35
133,1,943,2.75
134,1,1353,4.45
135,1,354,2.95
136,1,1265,4.05
137,1,285,4.35
138,1,615,4.2
139,1,1892,4.3
140,1,1663,4.35
141,1,973,2.8
142,1,995,3.8
143,1,1493,3.15
144,1,1029,2.75
145,1,1045,3.65
146,1,369,3.85
147,1,1359,3.9
148,1,416,4.7
149,1,1683,3.1
150,1,1999,2.55
151,1,1486,4.05
152,1,266,2.55
153,1,1904,2.6
154,1,774,4.1
155,1,781,3.6
156,1,205,3.1
157,1,110,2.55
158,1,564,4.35
159,1,646,2.95
160,1,117,4.65
161,1,982,3.25
162,1,1186,2.9
163,1,1760,4.6
164,1,842,2.7
165,1,925,3.65
166,1,1384,3.45
167,1,913,2.95
168,1,1940,2.65
169,1,1948,3.35
170,1,1974,3.85
171,1,1035,3.9
172,1,1132,3.6
173,1,671,4.3
174,1,789,4.1
175,2,1535,3.35
176,2,1997,4.55
177,2,227,3.15
178,2,1703,3.5
179,2,615,3.2
180,2,428,4.3
181,2,1036,3.4
182,2,1743,3.35
183,2,90,3.35
184,2,1625,4.7
185,2,723,4.3
186,2,366,3.1
187,2,677,3.9
188,2,897,4.6
189,2,685,3.0
190,2,1554,3.25
191,2,986,4.55
192,2,1546,3.35
193,2,1436,4.25
194,2,885,2.5
195,2,1196,3.95
196,2,212,3.5
197,2,973,4.45
198,2,238,4.15
199,2,1171,2.8
200,2,1893,3.9
201,2,279,3.85
202,2,242,4.0
203,2,1433,4.15
204,2,1181,4.45
205,2,465,4.7
206,2,894,4.2
207,2,826,4.35
208,2,245,2.75
209,2,1832,3.9
210,2,1259,3.15
211,2,1457,4.4
212,2,1851,3.95
213,2,1795,3.7
214,2,1651,3.05
215,2,755,4.25
216,2,1792,4.05
217,2,590,3.4
218,2,601,3.6
219,2,925,3.7
220,2,482,3.25
221,2,1621,4.4
222,2,423,4.25
223,2,77,3.65
224,2,606,3.8
225,2,830,3.2
226,2,1679,3.05
227,2,1808,2.75
228,2,255,3.25
229,2,60,4.1
230,2,887,3.5
231,2,757,3.5
232,2,1308,3.8
233,2,988,4.15
234,2,186,3.75
235,2,360,4.3
236,3,786,3.6
237,3,2041,3.8
238,3,1116,2.85
239,3,1277,3.1
240,3,467,4.45
241,3,208,3.25
242,3,1584,2.75
243,3,1905,3.6
244,3,971,3.2
245,3,1175,2.9
246,3,1717,4.4
247,3,2019,2.8
248,3,1799,4.4
249,3,1352,2.8
250,3,1595,2.5
251,3,1069,2.95
252,3,764,4.3
253,3,380,2.7
254,3,88,3.95
255,3,674,4.1
256,3,93,3.3
257,3,1630,2.85
258,3,1553,3.7
259,3,1213,4.55
260,3,114,3.65
261,3,1275,4.0
262,3,904,4.0
263,3,501,3.55
264,3,1142,4.45
265,3,1187,4.65
266,3,1777,3.1
267,3,1699,4.3
268,3,311,3.85
269,3,1467,2.75
270,3,245,3.05
271,3,439,4.0
272,3,1614,3.15
273,3,116,4.65
274,3,1798,2.8
275,3,1766,4.45
276,3,1980,4.65
277,3,1234,2.5
278,3,50,3.25
279,3,1128,2.6
280,3,1269,4.6
281,3,1952,2.85
282,3,86,3.15
283,3,725,3.55
284,3,1768,2.95
285,3,1977,3.4
286,3,533,4.65
287,3,22,2.85
288,3,1679,3.55
289,3,1409,3.75
290,3,571,2.5
291,3,1603,4.0
292,3,1953,3.75
293,3,382,4.4
294,3,1901,4.65
295,3,87,4.3
296,3,205,2.95
297,3,1228,3.6
298,3,1086,4.1
299,3,1663,3.5
300,3,748,3.2
301,3,1773,2.7
302,3,1313,4.65
303,3,1912,4.6
304,3,974,2.8
305,3,1592,3.9
306,3,1449,3.0
307,3,630,3.1
308,3,421,3.2
309,3,545,4.7
310,3,191,3.85
311,3,2004,3.7
312,3,1381,2.85
313,3,1444,3.05
314,3,260,4.45
315,3,1820,4.1
316,3,1795,3.85
317,3,1042,3.15
318,3,719,3.2
319,3,1940,2.85
320,3,929,4.25
321,3,1589,3.2
322,3,85,3.2
323,3,944,4.35
324,3,865,4.65
325,3,332,3.3
326,3,512,3.95
327,3,1291,3.35
328,3,654,4.45
329,3,386,3.8
330,3,518,3.7
331,3,1070,2.65
332,3,1604,3.1
333,3,270,4.45
334,3,623,4.5
335,3,322,3.3
336,3,539,3.5
337,3,184,3.55
338,3,1867,3.45
339,3,361,2.65
340,3,148,3.35
341,3,1791,3.3
342,3,1659,2.55
343,3,1416,3.75
344,3,1240,3.25
345,3,1834,4.35
346,3,192,4.65
347,3,1967,2.65
348,3,738,3.05
349,3,37,2.9
350,3,962,3.1
351,3,1818,3.05
352,3,1563,2.8
353,3,1091,3.75
354,3,157,2.75
355,3,981,4.7
356,3,1326,4.7
357,3,1244,3.2
358,3,256,3.55
359,3,2048,3.0
360,3,1199,4.0
361,3,414,2.6
362,3,94,4.2
363,3,578,2.9
364,3,77,2.65
365,3,1823,2.65
366,3,582,3.2
367,3,1627,4.55
368,3,383,3.6
369,3,1927,2.9
370,3,1082,4.55
371,3,754,3.35
372,3,667,3.15
373,3,234,3.8
374,3,1464,2.5
375,3,1382,3.65
376,3,660,4.25
377,3,392,3.6
378,3,613,3.5
379,3,1033,3.3
380,3,1260,2.55
381,3,852,4.15
382,3,1346,3.75
383,3,268,3.95
384,3,1415,3.6
385,3,454,2.65
386,3,1232,2.9
387,3,946,2.65
388,3,1063,3.95
389,3,521,4.7
390,3,1559,4.25
391,3,1364,2.65
392,3,1908,4.7
393,3,1469,4.2
394,3,378,3.5
395,3,1829,3.65
396,3,1043,3.55
397,3,650,3.9
398,3,1850,3.8
399,3,387,2.7
400,3,943,3.45
401,3,853,4.25
402,3,324,4.6
403,3,340,4.5
404,3,448,4.2
405,3,636,2.8
406,3,1483,3.95
407,3,2042,3.35
408,3,1982,4.2
409,3,305,3.65
410,3,688,2.5
411,3,1869,4.7
412,3,1230,4.35
413,3,482,4.35
414,3,801,4.65
415,3,326,3.45
416,3,646,2.7
417,3,1426,2.9
418,3,1642,2.6
419,3,1814,3.7
420,3,1144,4.25
421,3,15,3.0
422,3,836,2.85
423,4,158,3.05
424,4,878,3.9
425,4,1153,3.15
426,4,53,2.95
427,4,473,3.45
428,4,950,4.5
429,4,92,3.6
430,4,190,3.35
431,4,656,3.45
432,4,1900,2.95
433,4,1951,2.5
434,4,1381,2.55
435,4,833,2.65
436,4,466,3.2
437,4,1616,2.9
438,4,937,4.15
439,4,1134,3.55
440,4,241,3.75
441,4,386,4.3
442,4,905,3.9
443,4,610,3.15
444,4,1079,4.35
445,4,1377,3.0
446,4,1583,3.4
447,4,520,4.6
448,4,497,3.0
449,4,1539,2.7
450,4,1435,3.85
451,5,1680,3.45
452,5,380,3.05
453,5,1328,4.6
454,5,192,3.75
455,5,440,2.95
456,5,1054,3.8
457,5,1722,3.45
458,5,1221,4.1
459,5,544,4.3
460,5,348,4.7
461,5,288,4.25
462,5,95,3.05
463,5,1965,3.55
464,5,926,3.0
465,5,93,3.1
466,5,89,3.7
467,5,463,3.8
468,5,317,2.6
469,5,1705,4.45
470,5,1303,4.15
471,5,1854,2.55
472,5,1742,4.0
473,5,99,3.7
474,5,1146,2.9
475,5,1132,2.9
476,5,511,3.75
477,5,1229,2.5
478,5,347,3.05
479,5,684,3.55
480,5,1463,2.55
481,5,1295,4.1
482,5,1625,4.3
483,5,844,4.6
484,5,1082,3.4
485,5,1575,3.2
486,5,1706,3.3
487,5,414,3.25
488,5,1444,3.35
489,5,1315,3.05
490,5,638,3.2
491,5,1372,4.65
492,5,1416,2.6
493,5,581,4.5
494,5,1030,4.2
495,5,1236,3.1
496,5,4,2.65
497,5,1566,4.65
498,5,1296,2.85
499,5,2056,3.7
500,5,1377,3.25
501,5,474,3.65
502,5,1305,3.15
503,5,718,4.2
504,5,1753,4.6
505,5,1301,4.1
506,5,1396,2.75
507,5,951,3.8
508,5,1390,3.4
509,5,2050,3.6
510,5,1502,4.3
511,5,1884,3.75
512,5,8,3.0
513,5,1936,4.1
514,5,1077,3.35
515,5,419,4.1
516,5,1996,3.75
517,6,2013,3.15
518,6,914,2.7
519,6,1698,3.3
520,6,421,4.0
521,6,1264,2.9
522,6,1997,3.45
523,6,1605,4.35
524,6,816,3.85
525,6,128,4.7
526,6,1311,2.75
527,6,1935,3.9
528,6,1006,3.95
529,6,947,3.45
530,6,1730,4.65
531,6,1589,3.75
532,6,536,3.35
533,6,6,4.65
534,6,923,2.9
535,6,1865,3.8
536,6,1541,3.1
537,6,418,2.85
538,6,1672,3.7
539,6,621,4.25
540,6,221,4.0
541,7,2053,3.85
542,7,406,3.95
543,7,252,4.15
544,7,1465,3.2
545,7,724,3.75
546,7,907,3.45
547,7,1433,2.8
548,7,234,3.9
549,7,642,3.35
550,7,1052,4.1
551,7,2037,3.5
552,7,1453,2.65
553,7,247,4.65
554,7,20,2.85
555,7,1147,2.6
556,7,1335,3.2
557,7,1512,4.3
558,7,780,3.1
559,7,363,3.45
560,7,478,3.05
561,7,519,3.35
562,7,1898,2.6
563,7,188,3.3
564,7,796,3.15
565,7,1970,3.65
566,7,1298,3.6
567,7,1889,4.65
568,7,527,4.4
569,7,374,4.2
570,7,87,4.5
571,7,1413,4.05
572,7,811,3.2
573,7,1091,3.85
574,7,1429,4.1
575,7,1622,4.05
576,7,1536,2.55
577,7,806,3.8
578,7,1304,3.2
579,7,849,3.1
580,7,1128,2.7
581,7,174,3.7
582,7,330,4.55
583,7,933,4.1
584,7,1131,2.7
585,7,578,4.35
586,7,1048,4.15
587,7,40,4.1
588,7,224,4.15
589,7,953,4.5
590,7,66,3.85
591,7,825,4.55
592,7,1944,2.85
593,7,441,3.9
594,7,1330,4.3
595,7,2042,3.55
596,7,674,2.5
597,7,822,4.65
598,7,1742,3.05
599,7,1066,3.45
600,7,1561,4.1
601,7,903,4.1
602,7,1250,2.9
603,7,98,2.75
604,7,103,2.8
605,7,334,3.5
606,7,865,2.95
607,7,411,4.5
608,7,1237,3.2
609,7,586,3.8
610,7,300,3.75
611,7,1691,2.6
612,7,1977,3.8
613,7,876,3.7
614,7,477,3.9
615,7,1338,4.7
616,7,1301,4.2
617,7,243,4.0
618,7,1095,3.65
619,7,979,4.7
620,7,1871,4.05
621,7,68,3.5
622,7,219,4.65
623,7,467,4.5
624,7,1867,4.25
625,7,1753,3.65
626,7,657,4.7
627,7,722,3.65
628,7,1767,3.95
629,7,1878,3.9
630,7,999,4.1
631,7,1389,3.6
632,7,752,4.65
633,7,72,4.45
634,7,1029,4.35
635,7,1777,4.6
636,7,826,3.75
637,7,1553,3.3
638,7,1307,4.15
639,7,534,4.25
640,7,599,3.0
641,7,1835,4.05
642,7,76,2.8
643,7,1295,2.85
644,7,1726,4.45
645,7,1025,4.3
646,7,885,2.75
647,7,1768,4.55
648,7,1270,3.95
649,7,1957,3.6
650,7,245,2.9
651,7,198,3.9
652,7,1787,4.45
653,7,50,4.6
654,7,1569,4.3
655,7,1515,2.9
656,7,1923,2.65
657,7,426,3.9
658,7,1594,3.6
659,7,901,3.75
660,7,721,3.2
661,7,1219,4.7
662,7,1159,4.45
663,7,172,4.3
664,7,341,3.35
665,7,1388,4.1
666,7,1266,2.9
667,7,740,3.15
668,7,1325,2.7
669,7,1285,2.85
670,7,1425,4.3
671,7,581,3.6
672,7,1986,4.5
673,7,1359,4.1
674,7,1306,3.0
675,7,1814,4.25
676,7,3,3.15
677,7,2008,2.5
678,7,1383,3.65
679,7,490,4.5
680,7,59,3.9
681,7,1608,3.95
682,7,1354,3.05
683,7,943,2.55
684,7,35,3.95
685,7,1621,4.0
686,7,860,3.95
687,7,1916,3.7
688,7,1870,3.65
689,7,2000,3.55
690,7,641,3.25
691,7,610,2.9
692,7,1448,4.55
693,7,2032,4.15
694,7,1103,2.6
695,7,838,2.85
696,7,702,3.7
697,7,760,4.7
698,7,1966,3.05
699,7,911,3.2
700,7,61,3.55
701,7,1664,4.4
702,7,497,4.4
703,7,389,4.35
704,7,594,4.0
705,7,1687,4.5
706,7,1904,4.65
707,7,1564,4.3
708,7,921,2.75
709,7,16,3.05
710,7,9,4.7
711,7,1081,4.0
712,7,2028,4.2
713,7,1884,3.45
714,7,272,3.7
715,7,1667,3.0
716,7,1879,2.6
717,7,1472,3.4
718,7,935,3.05
719,7,1369,3.8
720,7,546,2.65
721,7,251,4.2
722,7,959,3.95
723,7,1600,3.15
724,7,1436,4.4
725,7,1562,3.3
726,7,823,4.6
727,7,1300,4.6
728,7,695,4.2
729,7,625,3.85
730,7,1288,3.75
731,7,1158,4.6
732,7,844,4.65
733,7,1971,4.45
734,7,388,3.6
735,7,1629,2.75
736,7,977,2.9
737,7,1113,2.7
738,7,509,3.25
739,7,895,4.25
740,7,830,3.45
741,7,1399,3.65
742,7,345,4.1
743,7,1648,2.6
744,7,1489,2.6
745,7,510,3.3
746,7,1583,3.6
747,7,1034,2.95
748,7,1105,2.65
749,7,393,4.05
750,7,514,4.6
751,7,1396,3.55
752,7,650,4.35
753,7,661,3.4
754,7,1996,4.25
755,7,733,3.95
756,7,418,3.5
757,7,926,3.05
758,7,311,4.35
759,7,1214,2.8
760,7,972,4.7
761,7,746,3.0
762,7,1581,4.7
763,7,1139,3.05
764,7,1728,2.85
765,7,1880,2.6
766,7,499,2.7
767,7,651,3.95
768,7,1698,4.0
769,7,540,4.5
770,7,375,2.7
771,7,1724,4.25
772,7,105,4.15
773,7,810,3.0
774,7,1424,4.45
775,7,928,3.7
776,7,1680,4.7
777,7,1997,4.2
778,7,231,3.75
779,7,190,3.5
780,7,1900,2.9
781,7,1367,2.8
782,7,24,4.6
783,7,1752,3.5
784,7,1115,3.75
785,7,2052,2.85
786,7,1912,3.6
787,7,1995,2.75
788,7,1187,3.1
789,7,378,3.35
790,7,690,4.2
791,7,609,3.0
792,7,401,3.15
793,7,90,2.5
794,7,1245,3.6
795,7,547,3.45
796,7,904,2.9
797,7,2017,2.75
798,7,1162,2.9
799,7,149,2.9
800,7,1659,2.65
801,7,1055,3.85
802,7,1445,2.7
803,7,277,4.45
804,7,1717,3.1
805,7,1157,3.15
806,7,1494,3.25
807,7,242,4.65
808,7,619,2.9
809,7,403,2.65
810,7,766,4.1
811,7,166,4.2
812,7,1771,4.7
813,7,1828,3.55
814,7,285,3.95
815,7,106,3.3
816,7,182,2.8
817,8,322,3.95
818,8,1921,4.15
819,8,1961,2.95
820,8,423,4.25
821,8,1748,4.15
822,8,1706,3.45
823,8,1808,4.4
824,8,1602,2.75
825,8,1554,3.55
826,8,1153,3.35
827,8,456,2.9
828,8,1942,3.0
829,8,52,3.15
830,8,1167,3.8
831,8,975,2.7
832,8,815,3.3
833,8,1075,3.5
834,8,1663,2.7
835,8,1815,3.2
836,8,989,4.55
837,8,1055,4.3
838,8,1967,2.55
839,8,1771,3.35
840,8,626,2.85
841,8,1498,2.8
842,8,816,4.15
843,8,849,3.35
844,8,1756,4.25
845,8,1386,2.7
846,8,68,3.9
847,8,619,2.7
848,8,842,4.45
849,8,658,4.6
850,8,1489,3.05
851,8,1278,2.5
852,8,846,4.15
853,8,1144,4.45
854,8,175,4.0
855,8,1673,2.55
856,8,1530,2.6
857,8,948,2.7
858,8,7,2.95
859,8,592,4.7
860,8,1148,3.0
861,8,1629,4.6
862,8,224,2.5
863,8,661,3.4
864,8,123,4.4
865,8,1906,3.65
866,8,1758,4.35
867,8,942,3.3
868,8,1466,4.65
869,8,1550,2.5
870,8,197,4.05
871,8,542,2.55
872,8,82,3.35
873,8,695,3.95
874,8,1232,2.9
875,8,264,3.2
876,8,718,3.7
877,8,131,3.65
878,8,681,3.3
879,8,437,3.95
880,8,273,4.05
881,8,1129,3.75
882,8,1913,4.05
883,8,488,2.5
884,8,1569,4.15
885,8,1119,4.5
886,8,1341,2.55
887,9,972,2.85
888,9,113,2.6
889,9,311,2.75
890,9,1686,4.1
891,9,711,4.35
892,9,661,3.75
893,9,233,2.5
894,9,1668,4.1
895,9,90,3.2
896,9,1260,2.7
897,9,1163,4.7
898,9,47,3.4
899,9,165,2.6
900,9,768,3.4
901,9,465,3.7
902,9,825,3.3
903,9,755,4.25
904,9,1780,4.2
905,9,28,4.2
906,9,77,3.9
907,9,899,2.75
908,9,1154,4.6
909,9,709,2.8
910,9,1088,2.85
911,9,1781,3.4
912,9,1863,3.1
913,9,1548,2.75
914,9,1923,4.65
915,9,766,4.4
916,9,1377,3.25
917,9,272,4.5
918,9,1742,4.55
919,9,2016,3.15
920,9,2002,3.45
921,9,1620,4.55
922,10,1893,2.5
923,10,1758,4.3
924,10,1097,3.3
925,10,284,3.3
926,10,715,2.65
927,10,1444,3.7
928,10,1061,4.5
929,10,1261,4.6
930,10,1932,4.25
931,10,1173,3.1
932,10,1922,3.3
933,10,86,3.0
934,10,1226,4.2
935,10,472,3.2
936,10,1320,3.7
937,10,600,4.4
938,10,1984,3.5
939,10,519,4.25
940,10,1667,4.0
941,10,1367,4.55
942,10,1022,4.25
943,10,872,4.6
944,10,617,4.2
945,10,846,4.2
946,10,272,2.75
947,10,1904,4.1
948,10,667,3.4
949,10,1797,4.3
950,10,987,4.05
951,10,463,3.55
952,10,153,4.2
953,10,222,2.7
954,10,170,2.55
955,10,1348,2.7
956,10,325,4.45
957,10,1013,4.2
958,10,1837,2.8
959,10,1358,3.5
960,11,1487,3.0
961,11,841,4.05
962,11,560,2.75
963,11,368,4.6
964,11,205,2.7
965,11,679,2.75
966,11,921,2.7
967,11,1567,4.25
968,11,810,4.15
969,11,1853,2.85
970,11,518,3.3
971,11,1693,3.0
972,11,1245,4.4
973,11,214,3.05
974,11,802,4.3
975,11,955,4.05
976,11,1224,3.1
977,11,1927,2.7
978,11,607,4.0
979,11,1294,2.5
980,11,1570,4.65
981,11,887,3.4
982,11,100,3.35
983,11,979,3.6
984,11,1529,4.05
985,11,77,3.8
986,11,1212,4.65
987,11,1666,4.55
988,11,1292,4.3
989,11,55,3.75
990,11,317,3.8
991,11,533,3.25
992,11,210,4.3
993,11,1105,4.05
994,11,1833,3.8
995,11,1195,3.6
996,11,654,2.95
997,11,1056,3.8
998,11,1254,3.2
999,11,1887,3.55
1000,11,443,3.9
1001,11,1981,4.35
1002,11,1978,4.1
1003,11,1317,4.2
1004,11,864,4.4
1005,11,191,3.9
1006,11,866,4.0
1007,11,1062,3.9
1008,11,1581,2.7
1009,11,452,3.95
1010,11,1110,4.35
1011,11,942,2.8
1012,11,591,4.6
1013,11,585,4.0
1014,11,1271,4.5
1015,11,175,2.95
1016,11,616,4.4
1017,11,482,2.75
1018,11,1291,2.85
1019,11,72,3.15
1020,11,2031,4.35
1021,11,1992,2.9
1022,11,661,3.25
1023,11,1272,3.75
1024,11,1837,2.75
1025,11,414,4.25
1026,11,330,3.85
1027,11,960,3.55
1028,11,551,4.6
1029,11,901,3.95
1030,11,8,2.7
1031,11,1428,3.4
1032,11,283,2.65
1033,11,959,3.0
1034,11,968,3.35
1035,11,1700,3.95
1036,11,1867,2.75
1037,11,1603,4.7
1038,11,787,4.65
1039,11,1079,4.35
1040,11,192,2.55
1041,11,402,3.2
1042,11,1503,3.25
1043,11,1582,4.55
1044,11,1517,3.05
1045,11,1790,4.1
1046,11,1099,4.2
1047,11,334,3.85
1048,11,754,4.05
1049,11,1257,3.55
1050,11,2053,3.4
1051,11,696,3.95
1052,11,19,3.35
1053,11,760,4.05
1054,11,1727,3.65
1055,11,691,3.3
1056,11,1873,3.1
1057,11,2049,3.3
1058,11,1496,3.85
1059,11,1066,3.8
1060,11,115,2.9
1061,11,1953,3.5
1062,11,648,3.65
1063,11,1326,3.2
1064,11,1437,3.75
1065,11,1308,4.5
1066,11,282,3.45
1067,11,1623,3.8
1068,11,773,3.75
1069,11,1020,3.6
1070,11,1753,2.8
1071,11,886,4.45
1072,11,1846,3.1
1073,11,1474,3.6
1074,11,1778,3.95
1075,11,1410,4.2
1076,11,600,2.7
1077,11,1465,3.8
1078,11,1488,4.05
1079,11,488,4.0
1080,11,1132,4.1
1081,11,1843,3.3
1082,11,1767,2.8
1083,11,1439,3.4
1084,11,457,3.25
1085,11,1091,3.35
1086,11,6,4.3
1087,11,1796,4.05
1088,11,755,4.5
1089,11,1804,3.15
1090,11,476,3.9
1091,11,329,3.55
1092,11,2013,4.55
1093,11,249,3.35
1094,11,185,2.6
1095,11,410,3.1
1096,11,248,4.1
1097,11,572,2.95
1098,11,497,4.65
1099,11,2011,2.85
1100,11,1347,3.45
1101,11,618,3.9
1102,11,1906,3.65
1103,11,777,4.3
1104,11,2032,2.85
1105,11,589,3.9
1106,11,1756,3.75
1107,11,53,4.05
1108,11,412,4.2
1109,11,2041,2.9
1110,11,967,3.4
1111,11,676,2.5
1112,11,1959,3.65
1113,11,931,3.55
1114,11,1235,2.95
1115,11,1584,4.15
1116,11,1896,3.7
1117,11,1048,4.55
1118,11,550,3.6
1119,11,2021,2.65
1120,11,459,3.95
1121,11,512,4.45
1122,11,1001,3.9
1123,11,673,3.05
1124,11,1464,3.2
1125,11,1446,4.35
1126,11,1232,2.55
1127,11,939,4.05
1128,11,278,4.0
1129,11,1692,3.45
1130,11,454,4.65
1131,11,1168,4.25
1132,11,1928,4.3
1133,11,187,4.55
1134,11,1583,3.45
1135,11,99,3.65
1136,11,660,3.05
1137,11,2018,3.3
1138,11,539,4.65
1139,11,1618,3.05
1140,11,1143,2.7
1141,11,870,3.7
1142,11,749,4.6
1143,11,900,3.25
1144,11,32,3.15
1145,11,1634,3.3
1146,11,721,3.0
1147,11,1026,4.7
1148,11,753,3.5
1149,11,470,3.7
1150,11,139,3.2
1151,11,2035,3.9
1152,11,1916,3.65
1153,11,460,2.75
1154,11,256,2.9
1155,11,688,4.1
1156,11,1039,3.1
1157,11,292,3.7
1158,11,1934,3.25
1159,11,1205,2.55
1160,11,1875,3.05
1161,11,1993,3.5
1162,11,489,4.3
1163,11,37,4.0
1164,11,665,3.55
1165,11,319,4.0
1166,11,1325,3.7
1167,11,1463,2.75
1168,11,1241,4.7
1169,11,384,2.85
1170,11,71,3.85
1171,11,237,4.65
1172,11,467,3.55
1173,11,789,3.15
1174,11,752,2.5
1175,11,590,2.85
1176,11,344,4.25
1177,11,1820,4.1
1178,11,1683,4.05
1179,11,837,3.1
1180,11,1844,2.85
1181,11,117,3.55
1182,11,1971,3.4
1183,11,839,2.9
1184,11,1640,2.75
1185,11,1758,4.6
1186,11,631,2.9
1187,11,853,4.55
1188,11,1632,4.55
1189,11,1055,3.85
1190,11,1280,3.6
1191,11,1805,3.2
1192,11,144,3.0
1193,11,1568,3.8
1194,11,251,2.65
1195,11,285,3.2
1196,11,1022,3.15
1197,11,2038,3.8
1198,11,1631,4.5
1199,11,977,2.7
1200,11,1228,3.65
1201,11,992,3.1
1202,11,785,4.3
1203,11,1173,3.3
1204,11,1186,2.8
1205,11,1068,3.45
1206,11,200,2.75
1207,11,1149,2.5
1208,11,558,2.8
1209,11,116,3.75
1210,11,812,4.4
1211,11,1900,3.85
1212,11,1723,2.5
1213,11,1750,2.95
1214,11,1915,3.6
1215,11,1627,2.5
1216,11,1085,3.5
1217,11,385,3.6
1218,11,1141,4.15
1219,11,1899,2.6
1220,11,93,4.2
1221,11,2003,2.7
1222,11,439,3.35
1223,11,594,3.4
1224,11,281,3.3
1225,11,121,4.35
1226,11,1323,3.15
1227,11,46,3.1
1228,11,535,4.35
1229,11,1162,4.25
1230,11,1690,3.15
1231,11,1329,3.85
1232,11,1364,3.2
1233,11,1883,3.95
1234,11,1642,2.85
1235,11,1038,3.8
1236,11,56,2.5
1237,11,322,4.45
1238,11,1872,4.15
1239,11,1279,2.65
1240,11,1482,3.5
1241,11,1060,3.75
1242,11,1988,3.1
1243,11,718,4.1
1244,11,608,3.65
1245,11,415,3.35
1246,11,1698,3.3
1247,11,1236,3.75
1248,11,1851,2.65
1249,11,1597,4.65
1250,11,833,2.8
1251,11,1117,2.85
1252,11,1649,3.2
1253,11,1473,4.35
1254,11,40,4.3
1255,11,534,3.7
1256,11,261,3.5
1257,11,1298,2.85
1258,11,2004,4.3
1259,11,487,3.25
1260,11,1453,3.3
1261,11,179,2.85
1262,11,444,4.65
1263,11,70,4.15
1264,11,1361,3.45
1265,11,610,3.1
1266,11,124,3.95
1267,11,652,2.75
1268,11,1106,4.3
1269,11,1604,4.05
1270,11,243,2.9
1271,11,1480,2.6
1272,11,95,3.65
1273,11,902,4.25
1274,11,859,2.75
1275,11,1041,4.15
1276,11,274,4.6
1277,11,1574,4.6
1278,11,1514,2.55
1279,11,1493,4.65
1280,11,1023,3.5
1281,11,1301,4.4
1282,11,1202,3.55
1283,11,227,4.55
1284,11,1145,4.6
1285,11,233,3.5
1286,11,1975,4.55
1287,11,1427,3.35
1288,11,1045,3.1
1289,11,561,4.15
1290,11,1655,4.35
1291,11,1201,3.45
1292,11,1738,3.15
1293,11,1449,3.75
1294,11,719,3.2
1295,11,242,3.6
1296,11,284,3.5
1297,11,1324,3.3
1298,11,1273,3.55
1299,11,1845,4.45
1300,11,980,2.8
